"State","Region","Quarter","Trips"
"South Australia","Eyre Peninsula",2007 Q4,83.9075661
"South Australia","Eyre Peninsula",2008 Q1,109.9822969
"South Australia","Eyre Peninsula",2008 Q2,91.0186377
"South Australia","Eyre Peninsula",2008 Q3,57.2043616
"South Australia","Eyre Peninsula",2008 Q4,88.43774
"South Australia","Eyre Peninsula",2009 Q1,110.0259864
"South Australia","Eyre Peninsula",2009 Q2,108.6815889
"South Australia","Eyre Peninsula",2009 Q3,65.5067904
"South Australia","Eyre Peninsula",2009 Q4,88.4423237
"South Australia","Eyre Peninsula",2010 Q1,76.689391
"South Australia","Eyre Peninsula",2010 Q2,81.9670048
"South Australia","Eyre Peninsula",2010 Q3,65.1568366
"South Australia","Eyre Peninsula",2010 Q4,78.0909918
"South Australia","Eyre Peninsula",2011 Q1,76.4374535
"South Australia","Eyre Peninsula",2011 Q2,100.6595144
"South Australia","Eyre Peninsula",2011 Q3,42.9322702
"South Australia","Eyre Peninsula",2011 Q4,95.2529408
"South Australia","Eyre Peninsula",2012 Q1,88.4153027
"South Australia","Eyre Peninsula",2012 Q2,72.9050205
"South Australia","Eyre Peninsula",2012 Q3,101.7354784
"South Australia","Eyre Peninsula",2012 Q4,88.8953852
"South Australia","Eyre Peninsula",2013 Q1,49.3793868
"South Australia","Eyre Peninsula",2013 Q2,81.6832913
"South Australia","Eyre Peninsula",2013 Q3,73.5520189
"South Australia","Eyre Peninsula",2013 Q4,150.1070911
"South Australia","Eyre Peninsula",2014 Q1,66.4834252
"South Australia","Eyre Peninsula",2014 Q2,79.3131026
"South Australia","Eyre Peninsula",2014 Q3,99.3115819
"South Australia","Eyre Peninsula",2014 Q4,99.4334579
"South Australia","Eyre Peninsula",2015 Q1,91.8175667
"South Australia","Eyre Peninsula",2015 Q2,142.5935854
"South Australia","Eyre Peninsula",2015 Q3,94.7094907
"South Australia","Eyre Peninsula",2015 Q4,69.6140128
"South Australia","Eyre Peninsula",2016 Q1,112.5662171
"South Australia","Eyre Peninsula",2016 Q2,93.2502573
"South Australia","Eyre Peninsula",2016 Q3,87.7897995
"South Australia","Eyre Peninsula",2016 Q4,95.5406456
"South Australia","Eyre Peninsula",2017 Q1,101.4874722
"South Australia","Eyre Peninsula",2017 Q2,102.9156041
"South Australia","Eyre Peninsula",2017 Q3,62.2110114
"South Australia","Eyre Peninsula",2017 Q4,89.3651185
"South Australia","Fleurieu Peninsula",1998 Q1,212.6864501
"South Australia","Fleurieu Peninsula",1998 Q2,185.6644009
"South Australia","Fleurieu Peninsula",1998 Q3,85.6207273
"South Australia","Fleurieu Peninsula",1998 Q4,138.7843127
"South Australia","Fleurieu Peninsula",1999 Q1,222.1241476
"South Australia","Fleurieu Peninsula",1999 Q2,206.2879048
"South Australia","Fleurieu Peninsula",1999 Q3,153.7203632
"South Australia","Fleurieu Peninsula",1999 Q4,173.3892007
"South Australia","Fleurieu Peninsula",2000 Q1,194.5990142
"South Australia","Fleurieu Peninsula",2000 Q2,118.6309437
"South Australia","Fleurieu Peninsula",2000 Q3,105.071383
"South Australia","Fleurieu Peninsula",2000 Q4,159.3204129
"South Australia","Fleurieu Peninsula",2001 Q1,221.2146757
"South Australia","Fleurieu Peninsula",2001 Q2,107.0371146
"South Australia","Fleurieu Peninsula",2001 Q3,106.3517952
"South Australia","Fleurieu Peninsula",2001 Q4,154.4001534
"South Australia","Fleurieu Peninsula",2002 Q1,216.8087509
"South Australia","Fleurieu Peninsula",2002 Q2,153.7456085
"South Australia","Fleurieu Peninsula",2002 Q3,114.5125363
"South Australia","Fleurieu Peninsula",2002 Q4,164.6594
"South Australia","Fleurieu Peninsula",2003 Q1,191.5149498
"South Australia","Fleurieu Peninsula",2003 Q2,108.4035998
"South Australia","Fleurieu Peninsula",2003 Q3,92.6039836
"South Australia","Fleurieu Peninsula",2003 Q4,152.1129788
"South Australia","Fleurieu Peninsula",2004 Q1,177.3212719
"South Australia","Fleurieu Peninsula",2004 Q2,144.7214688
"South Australia","Fleurieu Peninsula",2004 Q3,107.9326336
"South Australia","Fleurieu Peninsula",2004 Q4,125.6008079
"South Australia","Fleurieu Peninsula",2005 Q1,186.1302242
"South Australia","Fleurieu Peninsula",2005 Q2,125.4509259
"South Australia","Fleurieu Peninsula",2005 Q3,101.8835094
"South Australia","Fleurieu Peninsula",2005 Q4,145.9096714
"South Australia","Fleurieu Peninsula",2006 Q1,224.913234
"South Australia","Fleurieu Peninsula",2006 Q2,144.476316
"South Australia","Fleurieu Peninsula",2006 Q3,102.024878
"South Australia","Fleurieu Peninsula",2006 Q4,151.307589
"South Australia","Fleurieu Peninsula",2007 Q1,233.5341197
"South Australia","Fleurieu Peninsula",2007 Q2,144.9281743
"South Australia","Fleurieu Peninsula",2007 Q3,118.2898002
"South Australia","Fleurieu Peninsula",2007 Q4,146.3101331
"South Australia","Fleurieu Peninsula",2008 Q1,235.5473709
"South Australia","Fleurieu Peninsula",2008 Q2,132.3713123
"South Australia","Fleurieu Peninsula",2008 Q3,106.668154
"South Australia","Fleurieu Peninsula",2008 Q4,137.676182
"South Australia","Fleurieu Peninsula",2009 Q1,149.544697
"South Australia","Fleurieu Peninsula",2009 Q2,126.1256279
"South Australia","Fleurieu Peninsula",2009 Q3,78.7639272
"South Australia","Fleurieu Peninsula",2009 Q4,156.2029496
"South Australia","Fleurieu Peninsula",2010 Q1,178.8973778
"South Australia","Fleurieu Peninsula",2010 Q2,146.1670793
"South Australia","Fleurieu Peninsula",2010 Q3,100.0506003
"South Australia","Fleurieu Peninsula",2010 Q4,128.7883509
"South Australia","Fleurieu Peninsula",2011 Q1,259.5149752
"South Australia","Fleurieu Peninsula",2011 Q2,155.5560842
"South Australia","Fleurieu Peninsula",2011 Q3,122.3688354
"South Australia","Fleurieu Peninsula",2011 Q4,128.6705434
"South Australia","Fleurieu Peninsula",2012 Q1,244.1155462
"South Australia","Fleurieu Peninsula",2012 Q2,146.3472381
"South Australia","Fleurieu Peninsula",2012 Q3,97.0346401
"South Australia","Fleurieu Peninsula",2012 Q4,144.8233573
"South Australia","Fleurieu Peninsula",2013 Q1,272.4508685
"South Australia","Fleurieu Peninsula",2013 Q2,147.3189495
"South Australia","Fleurieu Peninsula",2013 Q3,115.3374101
"South Australia","Fleurieu Peninsula",2013 Q4,145.8340233
"South Australia","Fleurieu Peninsula",2014 Q1,239.4009028
"South Australia","Fleurieu Peninsula",2014 Q2,171.1029368
"South Australia","Fleurieu Peninsula",2014 Q3,84.2368135
"South Australia","Fleurieu Peninsula",2014 Q4,162.4235152
"South Australia","Fleurieu Peninsula",2015 Q1,256.0230087
"South Australia","Fleurieu Peninsula",2015 Q2,128.2521304
"South Australia","Fleurieu Peninsula",2015 Q3,112.8222315
"South Australia","Fleurieu Peninsula",2015 Q4,188.6409361
"South Australia","Fleurieu Peninsula",2016 Q1,223.1858783
"South Australia","Fleurieu Peninsula",2016 Q2,157.5389121
"South Australia","Fleurieu Peninsula",2016 Q3,123.5071383
"South Australia","Fleurieu Peninsula",2016 Q4,229.5967432
"South Australia","Fleurieu Peninsula",2017 Q1,242.6427206
"South Australia","Fleurieu Peninsula",2017 Q2,124.8489209
"South Australia","Fleurieu Peninsula",2017 Q3,98.1358923
"South Australia","Fleurieu Peninsula",2017 Q4,225.4726424
"South Australia","Flinders Ranges and Outback",1998 Q1,112.0977382
"South Australia","Flinders Ranges and Outback",1998 Q2,122.2002545
"South Australia","Flinders Ranges and Outback",1998 Q3,103.429609
"South Australia","Flinders Ranges and Outback",1998 Q4,132.8406297
"South Australia","Flinders Ranges and Outback",1999 Q1,99.7109289
"South Australia","Flinders Ranges and Outback",1999 Q2,128.5407927
"South Australia","Flinders Ranges and Outback",1999 Q3,133.5196062
"South Australia","Flinders Ranges and Outback",1999 Q4,108.7916743
"South Australia","Flinders Ranges and Outback",2000 Q1,143.3699848
"South Australia","Flinders Ranges and Outback",2000 Q2,95.5770314
"South Australia","Flinders Ranges and Outback",2000 Q3,243.5977842
"South Australia","Flinders Ranges and Outback",2000 Q4,128.129501
"South Australia","Flinders Ranges and Outback",2001 Q1,85.5176886
"South Australia","Flinders Ranges and Outback",2001 Q2,123.55309
"South Australia","Flinders Ranges and Outback",2001 Q3,146.1463022
"South Australia","Flinders Ranges and Outback",2001 Q4,142.0043818
"South Australia","Flinders Ranges and Outback",2002 Q1,65.7921673
"South Australia","Flinders Ranges and Outback",2002 Q2,122.9405028
"South Australia","Flinders Ranges and Outback",2002 Q3,165.238934
"South Australia","Flinders Ranges and Outback",2002 Q4,154.401284
"South Australia","Flinders Ranges and Outback",2003 Q1,87.9814708
"South Australia","Flinders Ranges and Outback",2003 Q2,164.1530841
"South Australia","Flinders Ranges and Outback",2003 Q3,166.8246424
"South Australia","Flinders Ranges and Outback",2003 Q4,160.016764
"South Australia","Flinders Ranges and Outback",2004 Q1,132.8714358
"South Australia","Flinders Ranges and Outback",2004 Q2,131.7416417
"South Australia","Flinders Ranges and Outback",2004 Q3,121.6428881
"South Australia","Flinders Ranges and Outback",2004 Q4,109.7117941
"South Australia","Flinders Ranges and Outback",2005 Q1,89.677291
"South Australia","Flinders Ranges and Outback",2005 Q2,143.7507103
"South Australia","Flinders Ranges and Outback",2005 Q3,129.555819
"South Australia","Flinders Ranges and Outback",2005 Q4,124.4664802
"South Australia","Flinders Ranges and Outback",2006 Q1,93.186691
"South Australia","Flinders Ranges and Outback",2006 Q2,146.014827
"South Australia","Flinders Ranges and Outback",2006 Q3,131.2212
"South Australia","Flinders Ranges and Outback",2006 Q4,99.58891
"South Australia","Flinders Ranges and Outback",2007 Q1,79.2099538
"South Australia","Flinders Ranges and Outback",2007 Q2,142.1390959
"South Australia","Flinders Ranges and Outback",2007 Q3,153.0600153
"South Australia","Flinders Ranges and Outback",2007 Q4,157.4446043
"South Australia","Flinders Ranges and Outback",2008 Q1,83.0700923
"South Australia","Flinders Ranges and Outback",2008 Q2,119.7180943
"South Australia","Flinders Ranges and Outback",2008 Q3,131.5583309
"South Australia","Flinders Ranges and Outback",2008 Q4,145.6633062
"South Australia","Flinders Ranges and Outback",2009 Q1,66.3548903
"South Australia","Flinders Ranges and Outback",2009 Q2,125.9475171
"South Australia","Flinders Ranges and Outback",2009 Q3,170.3120979
"South Australia","Flinders Ranges and Outback",2009 Q4,111.4253142
"South Australia","Flinders Ranges and Outback",2010 Q1,69.7085271
"South Australia","Flinders Ranges and Outback",2010 Q2,104.164793
"South Australia","Flinders Ranges and Outback",2010 Q3,162.4996706
"South Australia","Flinders Ranges and Outback",2010 Q4,126.6825441
"South Australia","Flinders Ranges and Outback",2011 Q1,83.6719408
"South Australia","Flinders Ranges and Outback",2011 Q2,158.4986888
"South Australia","Flinders Ranges and Outback",2011 Q3,150.917518
"South Australia","Flinders Ranges and Outback",2011 Q4,134.4981169
"South Australia","Flinders Ranges and Outback",2012 Q1,105.6290727
"South Australia","Flinders Ranges and Outback",2012 Q2,117.5798479
"South Australia","Flinders Ranges and Outback",2012 Q3,114.9024166
"South Australia","Flinders Ranges and Outback",2012 Q4,127.6934598
"South Australia","Flinders Ranges and Outback",2013 Q1,67.3752581
"South Australia","Flinders Ranges and Outback",2013 Q2,140.4123269
"South Australia","Flinders Ranges and Outback",2013 Q3,105.9476429
"South Australia","Flinders Ranges and Outback",2013 Q4,80.326939
"South Australia","Flinders Ranges and Outback",2014 Q1,107.3519859
"South Australia","Flinders Ranges and Outback",2014 Q2,154.2329994
"South Australia","Flinders Ranges and Outback",2014 Q3,151.4226235
"South Australia","Flinders Ranges and Outback",2014 Q4,144.4644406
"South Australia","Flinders Ranges and Outback",2015 Q1,108.3494258
"South Australia","Flinders Ranges and Outback",2015 Q2,135.0989995
"South Australia","Flinders Ranges and Outback",2015 Q3,160.000064
"South Australia","Flinders Ranges and Outback",2015 Q4,186.9239232
"South Australia","Flinders Ranges and Outback",2016 Q1,116.2209644
"South Australia","Flinders Ranges and Outback",2016 Q2,189.9336429
"South Australia","Flinders Ranges and Outback",2016 Q3,164.0844214
"South Australia","Flinders Ranges and Outback",2016 Q4,164.2255255
"South Australia","Flinders Ranges and Outback",2017 Q1,128.0930852
"South Australia","Flinders Ranges and Outback",2017 Q2,146.6364661
"South Australia","Flinders Ranges and Outback",2017 Q3,208.6108093
"South Australia","Flinders Ranges and Outback",2017 Q4,135.5720629
"South Australia","Kangaroo Island",1998 Q1,34.6782999
"South Australia","Kangaroo Island",1998 Q2,9.0578166
"South Australia","Kangaroo Island",1998 Q3,10.4643806
"South Australia","Kangaroo Island",1998 Q4,8.6207429
"South Australia","Kangaroo Island",1999 Q1,12.5619437
"South Australia","Kangaroo Island",1999 Q2,22.3072466
"South Australia","Kangaroo Island",1999 Q3,5.1710971
"South Australia","Kangaroo Island",1999 Q4,12.3491745
"South Australia","Kangaroo Island",2000 Q1,39.3853882
"South Australia","Kangaroo Island",2000 Q2,19.1309666
"South Australia","Kangaroo Island",2000 Q3,12.8209388
"South Australia","Kangaroo Island",2000 Q4,13.1632711
"South Australia","Kangaroo Island",2001 Q1,30.3411645
"South Australia","Kangaroo Island",2001 Q2,21.4064574
"South Australia","Kangaroo Island",2001 Q3,11.9653405
"South Australia","Kangaroo Island",2001 Q4,21.1296114
"South Australia","Kangaroo Island",2002 Q1,8.613185
"South Australia","Kangaroo Island",2002 Q2,19.2786643
"South Australia","Kangaroo Island",2002 Q3,11.4537861
"South Australia","Kangaroo Island",2002 Q4,26.5973137
"South Australia","Kangaroo Island",2003 Q1,40.0909823
"South Australia","Kangaroo Island",2003 Q2,27.4337334
"South Australia","Kangaroo Island",2003 Q3,11.7239365
"South Australia","Kangaroo Island",2003 Q4,16.6973468
"South Australia","Kangaroo Island",2004 Q1,38.6797764
"South Australia","Kangaroo Island",2004 Q2,26.9818355
"South Australia","Kangaroo Island",2004 Q3,18.6980373
"South Australia","Kangaroo Island",2004 Q4,19.5395836
"South Australia","Kangaroo Island",2005 Q1,30.5002145
"South Australia","Kangaroo Island",2005 Q2,20.0160727
"South Australia","Kangaroo Island",2005 Q3,20.1331653
"South Australia","Kangaroo Island",2005 Q4,11.7444367
"South Australia","Kangaroo Island",2006 Q1,45.822705
"South Australia","Kangaroo Island",2006 Q2,22.339831
"South Australia","Kangaroo Island",2006 Q3,21.119618
"South Australia","Kangaroo Island",2006 Q4,24.923075
"South Australia","Kangaroo Island",2007 Q1,32.6488796
"South Australia","Kangaroo Island",2007 Q2,27.1945663
"South Australia","Kangaroo Island",2007 Q3,22.8257175
"South Australia","Kangaroo Island",2007 Q4,23.7293285
"South Australia","Kangaroo Island",2008 Q1,29.5403699
"South Australia","Kangaroo Island",2008 Q2,18.7180914
"South Australia","Kangaroo Island",2008 Q3,17.7167471
"South Australia","Kangaroo Island",2008 Q4,32.9909809
"South Australia","Kangaroo Island",2009 Q1,47.7745446
"South Australia","Kangaroo Island",2009 Q2,21.1294621
"South Australia","Kangaroo Island",2009 Q3,27.5896183
"South Australia","Kangaroo Island",2009 Q4,35.0175115
"South Australia","Kangaroo Island",2010 Q1,22.7679057
"South Australia","Kangaroo Island",2010 Q2,19.4309013
"South Australia","Kangaroo Island",2010 Q3,19.8807861
"South Australia","Kangaroo Island",2010 Q4,19.8154703
"South Australia","Kangaroo Island",2011 Q1,19.6619318
"South Australia","Kangaroo Island",2011 Q2,25.9389127
"South Australia","Kangaroo Island",2011 Q3,10.9895174
"South Australia","Kangaroo Island",2011 Q4,20.8614763
"South Australia","Kangaroo Island",2012 Q1,36.2144784
"South Australia","Kangaroo Island",2012 Q2,24.7379435
"South Australia","Kangaroo Island",2012 Q3,11.818383
"South Australia","Kangaroo Island",2012 Q4,34.6710021
"South Australia","Kangaroo Island",2013 Q1,10.9360963
"South Australia","Kangaroo Island",2013 Q2,33.8753905
"South Australia","Kangaroo Island",2013 Q3,16.8825877
"South Australia","Kangaroo Island",2013 Q4,20.0638835
"South Australia","Kangaroo Island",2014 Q1,31.8422945
"South Australia","Kangaroo Island",2014 Q2,19.6663986
"South Australia","Kangaroo Island",2014 Q3,12.0741218
"South Australia","Kangaroo Island",2014 Q4,31.719895
"South Australia","Kangaroo Island",2015 Q1,21.8821318
"South Australia","Kangaroo Island",2015 Q2,24.1651933
"South Australia","Kangaroo Island",2015 Q3,21.7963955
"South Australia","Kangaroo Island",2015 Q4,35.8954426
"South Australia","Kangaroo Island",2016 Q1,30.6248718
"South Australia","Kangaroo Island",2016 Q2,21.2490153
"South Australia","Kangaroo Island",2016 Q3,13.400814
"South Australia","Kangaroo Island",2016 Q4,45.9287813
"South Australia","Kangaroo Island",2017 Q1,24.1941462
"South Australia","Kangaroo Island",2017 Q2,15.8621622
"South Australia","Kangaroo Island",2017 Q3,16.6797951
"South Australia","Kangaroo Island",2017 Q4,42.6087015
"South Australia","Limestone Coast",1998 Q1,193.6032959
"South Australia","Limestone Coast",1998 Q2,134.1735356
"South Australia","Limestone Coast",1998 Q3,81.7404252
"South Australia","Limestone Coast",1998 Q4,107.7097459
"South Australia","Limestone Coast",1999 Q1,163.6148942
"South Australia","Limestone Coast",1999 Q2,147.8490848
"South Australia","Limestone Coast",1999 Q3,66.6919338
"South Australia","Limestone Coast",1999 Q4,90.6510339
"South Australia","Limestone Coast",2000 Q1,191.0650528
"South Australia","Limestone Coast",2000 Q2,152.3977663
"South Australia","Limestone Coast",2000 Q3,76.9968468
"South Australia","Limestone Coast",2000 Q4,123.442444
"South Australia","Limestone Coast",2001 Q1,163.0729059
"South Australia","Limestone Coast",2001 Q2,142.5405222
"South Australia","Limestone Coast",2001 Q3,118.4709198
"South Australia","Limestone Coast",2001 Q4,144.1377002
"South Australia","Limestone Coast",2002 Q1,176.2990226
"South Australia","Limestone Coast",2002 Q2,138.4126738
"South Australia","Limestone Coast",2002 Q3,109.2390264
"South Australia","Limestone Coast",2002 Q4,115.6585784
"South Australia","Limestone Coast",2003 Q1,138.6989262
"South Australia","Limestone Coast",2003 Q2,103.0727595
"South Australia","Limestone Coast",2003 Q3,96.0698322
"South Australia","Limestone Coast",2003 Q4,115.6295585
"South Australia","Limestone Coast",2004 Q1,130.0520484
"South Australia","Limestone Coast",2004 Q2,158.1299439
"South Australia","Limestone Coast",2004 Q3,93.3307546
"South Australia","Limestone Coast",2004 Q4,135.9986227
"South Australia","Limestone Coast",2005 Q1,164.5566617
"South Australia","Limestone Coast",2005 Q2,84.067684
"South Australia","Limestone Coast",2005 Q3,98.231574
"South Australia","Limestone Coast",2005 Q4,129.5622388
"South Australia","Limestone Coast",2006 Q1,159.990656
"South Australia","Limestone Coast",2006 Q2,121.359755
"South Australia","Limestone Coast",2006 Q3,78.915703
"South Australia","Limestone Coast",2006 Q4,105.184437
"South Australia","Limestone Coast",2007 Q1,153.6755362
"South Australia","Limestone Coast",2007 Q2,119.7692201
"South Australia","Limestone Coast",2007 Q3,100.9232766
"South Australia","Limestone Coast",2007 Q4,113.054697
"South Australia","Limestone Coast",2008 Q1,146.7696976
"South Australia","Limestone Coast",2008 Q2,106.7509852
"South Australia","Limestone Coast",2008 Q3,83.5931402
"South Australia","Limestone Coast",2008 Q4,102.0790907
"South Australia","Limestone Coast",2009 Q1,116.8749743
"South Australia","Limestone Coast",2009 Q2,87.390644
"South Australia","Limestone Coast",2009 Q3,79.3198223
"South Australia","Limestone Coast",2009 Q4,127.3861492
"South Australia","Limestone Coast",2010 Q1,113.6009072
"South Australia","Limestone Coast",2010 Q2,92.1918597
"South Australia","Limestone Coast",2010 Q3,69.0429996
"South Australia","Limestone Coast",2010 Q4,101.5564049
"South Australia","Limestone Coast",2011 Q1,153.2736496
"South Australia","Limestone Coast",2011 Q2,136.7552064
"South Australia","Limestone Coast",2011 Q3,127.9035782
"South Australia","Limestone Coast",2011 Q4,125.8961588
"South Australia","Limestone Coast",2012 Q1,132.6032901
"South Australia","Limestone Coast",2012 Q2,110.8504367
"South Australia","Limestone Coast",2012 Q3,83.9099896
"South Australia","Limestone Coast",2012 Q4,101.7690528
"South Australia","Limestone Coast",2013 Q1,106.1769924
"South Australia","Limestone Coast",2013 Q2,131.7073994
"South Australia","Limestone Coast",2013 Q3,64.1487384
"South Australia","Limestone Coast",2013 Q4,131.6110201
"South Australia","Limestone Coast",2014 Q1,145.1192348
"South Australia","Limestone Coast",2014 Q2,96.1370147
"South Australia","Limestone Coast",2014 Q3,73.3239314
"South Australia","Limestone Coast",2014 Q4,132.6203666
"South Australia","Limestone Coast",2015 Q1,211.2381315
"South Australia","Limestone Coast",2015 Q2,128.8762776
"South Australia","Limestone Coast",2015 Q3,79.9211947
"South Australia","Limestone Coast",2015 Q4,110.0189826
"South Australia","Limestone Coast",2016 Q1,160.431771
"South Australia","Limestone Coast",2016 Q2,138.7253355
"South Australia","Limestone Coast",2016 Q3,109.0966089
"South Australia","Limestone Coast",2016 Q4,106.1164776
"South Australia","Limestone Coast",2017 Q1,193.1598579
"South Australia","Limestone Coast",2017 Q2,131.6026628
"South Australia","Limestone Coast",2017 Q3,99.1811697
"South Australia","Limestone Coast",2017 Q4,141.6156637
"South Australia","Murraylands",1998 Q1,90.0781167
"South Australia","Murraylands",1998 Q2,57.3825948
"South Australia","Murraylands",1998 Q3,59.4919355
"South Australia","Murraylands",1998 Q4,105.0355713
"South Australia","Murraylands",1999 Q1,69.9383971
"South Australia","Murraylands",1999 Q2,99.1111757
"South Australia","Murraylands",1999 Q3,53.896158
"South Australia","Murraylands",1999 Q4,83.3634366
"South Australia","Murraylands",2000 Q1,131.2761524
"South Australia","Murraylands",2000 Q2,63.8233975
"South Australia","Murraylands",2000 Q3,69.2495718
"South Australia","Murraylands",2000 Q4,110.9181564
"South Australia","Murraylands",2001 Q1,104.0421603
"South Australia","Murraylands",2001 Q2,83.2378488
"South Australia","Murraylands",2001 Q3,63.5548962
"South Australia","Murraylands",2001 Q4,115.0927974
"South Australia","Murraylands",2002 Q1,87.2586392
"South Australia","Murraylands",2002 Q2,80.275561
"South Australia","Murraylands",2002 Q3,74.0646606
"South Australia","Murraylands",2002 Q4,71.330297
"South Australia","Murraylands",2003 Q1,65.1662738
"South Australia","Murraylands",2003 Q2,79.6927173
"South Australia","Murraylands",2003 Q3,56.7404106
"South Australia","Murraylands",2003 Q4,100.094372
"South Australia","Murraylands",2004 Q1,109.994135
"South Australia","Murraylands",2004 Q2,62.1382359
"South Australia","Murraylands",2004 Q3,60.4540124
"South Australia","Murraylands",2004 Q4,96.681407
"South Australia","Murraylands",2005 Q1,93.6514718
"South Australia","Murraylands",2005 Q2,84.9529297
"South Australia","Murraylands",2005 Q3,60.9168708
"South Australia","Murraylands",2005 Q4,61.2575291
"South Australia","Murraylands",2006 Q1,90.15776
"South Australia","Murraylands",2006 Q2,80.366421
"South Australia","Murraylands",2006 Q3,41.811416
"South Australia","Murraylands",2006 Q4,51.7803
"South Australia","Murraylands",2007 Q1,87.9427856
"South Australia","Murraylands",2007 Q2,67.1944629
"South Australia","Murraylands",2007 Q3,61.3196397
"South Australia","Murraylands",2007 Q4,60.3445461
"South Australia","Murraylands",2008 Q1,78.3045768
"South Australia","Murraylands",2008 Q2,46.8989972
"South Australia","Murraylands",2008 Q3,48.8672496
"South Australia","Murraylands",2008 Q4,65.9116145
"South Australia","Murraylands",2009 Q1,77.6698218
"South Australia","Murraylands",2009 Q2,31.0422565
"South Australia","Murraylands",2009 Q3,53.0165648
"South Australia","Murraylands",2009 Q4,57.40191
"South Australia","Murraylands",2010 Q1,51.1706902
"South Australia","Murraylands",2010 Q2,55.7196149
"South Australia","Murraylands",2010 Q3,55.8606067
"South Australia","Murraylands",2010 Q4,53.6822838
"South Australia","Murraylands",2011 Q1,54.7990266
"South Australia","Murraylands",2011 Q2,59.4123279
"South Australia","Murraylands",2011 Q3,50.2700619
"South Australia","Murraylands",2011 Q4,68.9846234
"South Australia","Murraylands",2012 Q1,73.7126329
"South Australia","Murraylands",2012 Q2,51.6647636
"South Australia","Murraylands",2012 Q3,41.6541783
"South Australia","Murraylands",2012 Q4,69.0386809
"South Australia","Murraylands",2013 Q1,111.6528678
"South Australia","Murraylands",2013 Q2,58.6038664
"South Australia","Murraylands",2013 Q3,49.0092122
"South Australia","Murraylands",2013 Q4,58.1717397
"South Australia","Murraylands",2014 Q1,95.9720116
"South Australia","Murraylands",2014 Q2,60.6696553
"South Australia","Murraylands",2014 Q3,71.5858719
"South Australia","Murraylands",2014 Q4,81.9661977
"South Australia","Murraylands",2015 Q1,79.6613051
"South Australia","Murraylands",2015 Q2,73.6254934
"South Australia","Murraylands",2015 Q3,64.5232265
"South Australia","Murraylands",2015 Q4,53.4551246
"South Australia","Murraylands",2016 Q1,111.1999055
"South Australia","Murraylands",2016 Q2,91.4636843
"South Australia","Murraylands",2016 Q3,52.2514072
"South Australia","Murraylands",2016 Q4,58.4583732
"South Australia","Murraylands",2017 Q1,73.9241995
"South Australia","Murraylands",2017 Q2,49.5265374
"South Australia","Murraylands",2017 Q3,66.3019338
"South Australia","Murraylands",2017 Q4,74.851399
"South Australia","Riverland",1998 Q1,89.5113772
"South Australia","Riverland",1998 Q2,98.7478547
"South Australia","Riverland",1998 Q3,64.0269146
"South Australia","Riverland",1998 Q4,96.8185484
"South Australia","Riverland",1999 Q1,94.536001
"South Australia","Riverland",1999 Q2,99.6087673
"South Australia","Riverland",1999 Q3,84.1989576
"South Australia","Riverland",1999 Q4,73.5431621
"South Australia","Riverland",2000 Q1,105.5674491
"South Australia","Riverland",2000 Q2,79.2505954
"South Australia","Riverland",2000 Q3,123.577539
"South Australia","Riverland",2000 Q4,73.54094
"South Australia","Riverland",2001 Q1,109.3449781
"South Australia","Riverland",2001 Q2,90.6547199
"South Australia","Riverland",2001 Q3,49.5232944
"South Australia","Riverland",2001 Q4,64.7830076
"South Australia","Riverland",2002 Q1,73.1792077
"South Australia","Riverland",2002 Q2,58.2214046
"South Australia","Riverland",2002 Q3,80.3636263
"South Australia","Riverland",2002 Q4,69.1107838
"South Australia","Riverland",2003 Q1,80.6895981
"South Australia","Riverland",2003 Q2,86.0931663
"South Australia","Riverland",2003 Q3,66.6181389
"South Australia","Riverland",2003 Q4,82.2468341
"South Australia","Riverland",2004 Q1,94.2185047
"South Australia","Riverland",2004 Q2,117.8557727
"South Australia","Riverland",2004 Q3,94.4179777
"South Australia","Riverland",2004 Q4,95.8428609
"South Australia","Riverland",2005 Q1,98.1020133
"South Australia","Riverland",2005 Q2,73.3574181
"South Australia","Riverland",2005 Q3,75.392721
"South Australia","Riverland",2005 Q4,61.7234117
"South Australia","Riverland",2006 Q1,71.75864
"South Australia","Riverland",2006 Q2,104.441388
"South Australia","Riverland",2006 Q3,67.296372
"South Australia","Riverland",2006 Q4,79.249154
"South Australia","Riverland",2007 Q1,69.2818004
"South Australia","Riverland",2007 Q2,101.5271492
"South Australia","Riverland",2007 Q3,82.8506868
"South Australia","Riverland",2007 Q4,78.619542
"South Australia","Riverland",2008 Q1,80.6439511
"South Australia","Riverland",2008 Q2,48.2134828
"South Australia","Riverland",2008 Q3,61.1964887
"South Australia","Riverland",2008 Q4,75.1675406
"South Australia","Riverland",2009 Q1,69.3839662
"South Australia","Riverland",2009 Q2,80.8213065
"South Australia","Riverland",2009 Q3,75.5200424
"South Australia","Riverland",2009 Q4,50.0155154
"South Australia","Riverland",2010 Q1,86.8104262
"South Australia","Riverland",2010 Q2,55.4782493
"South Australia","Riverland",2010 Q3,59.1625525
"South Australia","Riverland",2010 Q4,66.5522808
"South Australia","Riverland",2011 Q1,63.639773
"South Australia","Riverland",2011 Q2,68.0185059
"South Australia","Riverland",2011 Q3,71.8632037
"South Australia","Riverland",2011 Q4,62.7590282
"South Australia","Riverland",2012 Q1,51.8311605
"South Australia","Riverland",2012 Q2,63.7402628
"South Australia","Riverland",2012 Q3,50.8115115
